trial,reward_prob_pink,reward_prob_blue,init_state,common,choice,rt1,final_state,rt2,reward,slow
1,0.7,0.3,AB,1,left,1.46136808395,pink,2.11346411705,0,0
2,0.7,0.3,AA,1,left,0.299216985703,blue,1.21433496475,0,0
3,0.7,0.3,AA,0,right,0.790282964706,blue,1.10842394829,0,0
4,0.7,0.3,BA,1,right,0.287994146347,blue,1.14779210091,0,0
5,0.7,0.3,AA,1,right,0.326253890991,pink,0.672137022018,1,0
6,0.7,0.3,BB,1,right,0.276754140854,pink,1.13822007179,1,0
7,0.7,0.3,BB,1,right,0.284503936768,pink,0.640460014343,1,0
8,0.7,0.3,BB,0,right,0.309804916382,blue,0.93700504303,0,0
9,0.7,0.3,AA,1,right,0.268406152725,pink,0.632748126984,1,0
10,0.7,0.3,AB,1,left,0.254269123077,pink,0.595453023911,1,0
11,0.7,0.3,AA,1,right,0.324397087097,pink,0.638782024384,0,0
12,0.7,0.3,AB,1,right,0.309294939041,blue,0.559924125671,0,0
13,0.7,0.3,BB,1,right,0.265872001648,pink,0.453710079193,0,0
14,0.7,0.3,BB,1,left,0.251841068268,blue,0.554030895233,0,0
15,0.7,0.3,BA,1,left,0.219944000244,pink,0.537594079971,0,0
16,0.7,0.3,AB,1,left,0.244036912918,pink,0.538003921509,0,0
17,0.7,0.3,AA,1,left,0.221701145172,blue,0.595134019852,0,0
18,0.7,0.3,AB,1,right,0.258962869644,blue,0.536906957626,1,0
19,0.7,0.3,AB,1,right,0.275789022446,blue,0.640032052994,0,0
20,0.7,0.3,AB,0,right,0.270070791245,pink,0.635327100754,0,0
21,0.7,0.3,BA,1,right,0.536746025085,blue,0.482309103012,0,0
22,0.7,0.3,BB,1,right,0.26406788826,pink,0.444432020187,1,0
23,0.7,0.3,AA,1,right,0.274272918701,pink,0.470776796341,0,0
24,0.7,0.3,BA,1,left,0.291959047318,pink,0.592118024826,1,0
25,0.7,0.3,BB,0,right,0.273350954056,blue,0.565732002258,0,0
26,0.7,0.3,BA,1,left,0.254041910172,pink,0.515264987946,1,0
27,0.7,0.3,AB,1,left,0.423005819321,pink,0.604783058167,1,0
28,0.7,0.3,BB,1,right,0.324760913849,pink,0.59991979599,1,0
29,0.7,0.3,BB,1,right,0.295183897018,pink,0.514148950577,1,0
30,0.7,0.3,AA,1,right,0.310667037964,pink,0.553165197372,1,0
31,0.7,0.3,AB,0,left,0.315667867661,blue,0.628993034363,0,0
32,0.7,0.3,AA,1,right,0.275586128235,pink,0.543989896774,1,0
33,0.7,0.3,AB,1,left,0.330821037292,pink,0.532742023468,0,0
34,0.7,0.3,AB,1,left,0.295122146606,pink,0.530082941055,0,0
35,0.7,0.3,AA,1,left,0.293918848038,blue,0.488636016846,0,0
36,0.7,0.3,AB,1,right,0.0770959854126,blue,0.538329124451,0,0
37,0.7,0.3,BB,1,right,0.276427984238,pink,0.456910848618,1,0
38,0.7,0.3,BB,1,right,0.295507907867,pink,0.626972913742,1,0
39,0.7,0.3,AB,1,left,0.289532899857,pink,0.581653118134,1,0
40,0.7,0.3,AB,1,left,0.294857025146,pink,0.641942977905,1,0
41,0.7,0.3,AB,1,left,0.272052049637,pink,0.556384801865,1,0
42,0.7,0.3,BA,1,left,0.310193061829,pink,0.569926023483,0,0
43,0.7,0.3,BA,0,left,0.219839096069,blue,0.641631126404,0,0
44,0.7,0.3,AA,1,right,0.249016046524,pink,0.548880815506,0,0
45,0.7,0.3,BB,1,right,0.415959119797,pink,0.550377130508,1,0
46,0.7,0.3,AB,1,left,0.240383148193,pink,0.46138715744,1,0
47,0.7,0.3,AB,1,left,0.298457145691,pink,0.461432218552,1,0
48,0.7,0.3,BA,1,left,0.26696395874,pink,0.480406999588,1,0
49,0.7,0.3,BA,1,left,0.292005062103,pink,0.503734111786,1,0
50,0.7,0.3,AA,1,right,0.308789968491,pink,0.462860107422,1,0
51,0.7,0.3,BB,1,right,0.294651985168,pink,0.481904029846,1,0
52,0.7,0.3,BB,0,right,0.269860982895,blue,0.786371946335,0,0
53,0.7,0.3,AA,1,right,0.314909934998,pink,0.470288038254,1,0
54,0.7,0.3,BB,0,right,0.522608041763,blue,0.63684797287,0,0
55,0.7,0.3,BB,1,right,0.307530879974,pink,0.446764945984,1,0
56,0.7,0.3,AA,1,right,0.333492994308,pink,0.486358880997,1,0
57,0.7,0.3,BA,1,left,0.27489900589,pink,0.512004137039,0,0
58,0.7,0.3,BA,1,left,0.274861097336,pink,0.448030948639,1,0
59,0.7,0.3,BA,1,left,0.25332403183,pink,0.442405939102,1,0
60,0.7,0.3,BA,1,left,1.27363491058,pink,0.588835954666,1,0
61,0.7,0.3,AA,0,right,0.293299913406,blue,0.505227088928,0,0
62,0.7,0.3,AB,1,left,0.213189125061,pink,0.523421049118,1,0
63,0.7,0.3,BA,0,left,0.30399107933,blue,0.507076025009,1,0
64,0.7,0.3,BB,1,right,0.125996828079,pink,0.592997074127,1,0
65,0.7,0.3,BA,1,left,0.281236886978,pink,0.436800003052,0,0
66,0.7,0.3,BB,1,right,0.292866945267,pink,0.487854957581,1,0
67,0.7,0.3,AA,1,right,0.316195011139,pink,0.550562143326,1,0
68,0.7,0.3,AB,1,left,0.265179872513,pink,0.47678399086,1,0
69,0.7,0.3,BA,1,left,0.290112018585,pink,0.542188167572,1,0
70,0.7,0.3,AB,1,left,0.288758039474,pink,0.468400001526,1,0
71,0.7,0.3,BA,0,left,0.305938959122,blue,0.565903902054,1,0
72,0.7,0.3,BB,0,right,0.343384981155,blue,0.520143985748,0,0
73,0.7,0.3,AB,1,left,0.29124712944,pink,0.503145933151,0,0
74,0.7,0.3,BA,1,left,0.284181833267,pink,0.431962013245,1,0
75,0.7,0.3,AB,1,left,0.302638053894,pink,0.456645965576,0,0
76,0.7,0.3,BA,1,left,0.350788116455,pink,0.431887865067,0,0
77,0.7,0.3,BA,1,right,0.327523946762,blue,0.425029993057,0,0
78,0.7,0.3,AB,1,left,0.304305076599,pink,0.427462816238,1,0
79,0.7,0.3,BA,1,left,0.290966033936,pink,0.431575059891,0,0
80,0.7,0.3,AB,1,left,0.317272901535,pink,0.439666986465,1,0
81,0.7,0.3,AB,1,left,0.318349123001,pink,0.449267148972,0,0
82,0.7,0.3,BA,1,left,0.728035926819,pink,0.474081039429,1,0
83,0.7,0.3,BA,1,left,0.382380008698,pink,0.462009191513,1,0
84,0.7,0.3,AA,1,right,0.28341794014,pink,0.494956970215,1,0
85,0.7,0.3,AB,1,left,0.40319108963,pink,0.450129985809,1,0
86,0.7,0.3,BA,1,left,0.456470966339,pink,0.485584020615,1,0
87,0.7,0.3,AA,1,right,0.515062093735,pink,0.37197303772,1,0
88,0.7,0.3,BB,1,right,0.285685062408,pink,0.457404136658,0,0
89,0.7,0.3,AB,1,left,0.392592191696,pink,0.487577915192,1,0
90,0.7,0.3,AA,1,right,0.316877126694,pink,0.462231874466,0,0
91,0.7,0.3,BB,1,right,0.331552028656,pink,0.541265964508,1,0
92,0.7,0.3,AA,1,right,0.35197019577,pink,0.529880046844,1,0
93,0.7,0.3,BA,1,left,0.483591794968,pink,0.567276954651,1,0
94,0.7,0.3,BA,1,left,0.30465388298,pink,0.7394759655,1,0
95,0.7,0.3,AB,1,left,0.303205013275,pink,0.570060968399,1,0
96,0.7,0.3,BB,1,right,0.290394067764,pink,0.58268904686,0,0
97,0.7,0.3,AB,1,left,0.280102014542,pink,0.539483070374,1,0
98,0.7,0.3,AB,1,left,0.245179891586,pink,0.538514852524,1,0
99,0.7,0.3,BA,1,left,0.28494811058,pink,0.576865196228,1,0
100,0.7,0.3,AA,1,right,0.315010070801,pink,0.469511985779,0,0
101,0.7,0.3,AA,0,right,0.317883014679,blue,0.60017490387,0,0
102,0.7,0.3,AA,1,right,0.431408882141,pink,0.556879997253,0,0
103,0.7,0.3,AB,1,left,0.254696130753,pink,0.539786100388,1,0
104,0.7,0.3,AB,0,left,0.343513011932,blue,0.505259990692,0,0
105,0.7,0.3,BA,1,left,0.332262039185,pink,0.45380616188,1,0
106,0.7,0.3,BB,1,right,0.269025802612,pink,0.54533290863,1,0
107,0.7,0.3,AB,1,left,0.282963991165,pink,0.430733919144,1,0
108,0.7,0.3,AA,1,right,0.413558959961,pink,0.803807020187,1,0
109,0.7,0.3,AA,0,right,0.283545970917,blue,0.503211975098,0,0
110,0.7,0.3,AA,0,right,0.283288002014,blue,0.479197978973,0,0
111,0.7,0.3,AA,1,right,0.267951965332,pink,0.473288059235,0,0
112,0.7,0.3,AA,1,right,0.293730020523,pink,0.450257778168,1,0
113,0.7,0.3,BA,1,left,0.423527002335,pink,0.501816987991,1,0
114,0.7,0.3,BA,0,left,0.362904071808,blue,0.539108037949,0,0
115,0.7,0.3,BA,1,left,0.356916189194,pink,0.494956016541,1,0
116,0.7,0.3,BA,1,left,0.330689191818,pink,0.676194906235,1,0
117,0.7,0.3,BA,1,left,0.433495044708,pink,0.520123004913,1,0
118,0.7,0.3,AA,1,right,0.266585111618,pink,0.550812959671,0,0
119,0.7,0.3,BB,1,right,0.330038070679,pink,0.555681943893,1,0
120,0.7,0.3,BA,1,left,0.308678150177,pink,0.463804960251,1,0
121,0.7,0.3,BA,1,left,0.301032781601,pink,0.512161970139,0,0
122,0.7,0.3,AA,1,right,0.291374921799,pink,0.423901081085,1,0
123,0.7,0.3,AA,1,right,0.270625114441,pink,0.506802797318,1,0
124,0.7,0.3,BB,1,right,0.399158000946,pink,0.566256046295,1,0
125,0.7,0.3,AB,1,left,0.287416219711,pink,0.875148057938,0,0
126,0.7,0.3,BA,1,left,0.321291923523,pink,0.795643091202,1,0
127,0.7,0.3,BA,1,left,0.274961948395,pink,0.616188049316,1,0
128,0.7,0.3,AA,1,right,0.286777973175,pink,0.498510122299,1,0
129,0.7,0.3,AB,1,left,0.327633142471,pink,0.553929805756,0,0
130,0.7,0.3,AB,1,left,0.275069952011,pink,0.55185508728,1,0
131,0.7,0.3,BA,1,left,0.385336875916,pink,0.528895139694,1,0
132,0.7,0.3,BA,1,left,0.340767860413,pink,0.541479110718,1,0
133,0.7,0.3,AB,0,left,0.352012872696,blue,0.576970815659,1,0
134,0.7,0.3,BB,1,right,0.306357860565,pink,0.526520013809,0,0
135,0.7,0.3,BA,1,left,0.272789955139,pink,0.533492088318,0,0
136,0.7,0.3,AA,1,right,0.271811008453,pink,0.444513082504,1,0
137,0.7,0.3,AB,0,left,0.282963991165,blue,0.591073989868,1,0
138,0.7,0.3,AA,1,right,0.296449184418,pink,0.522400856018,0,0
139,0.7,0.3,AB,1,right,0.253854036331,blue,0.514929056168,1,0
140,0.7,0.3,AA,1,left,0.287500143051,blue,0.45814704895,0,0
141,0.7,0.3,BA,1,right,0.240144968033,blue,0.742214918137,0,0
142,0.7,0.3,BA,1,left,0.329559087753,pink,0.547096014023,1,0
143,0.7,0.3,AB,0,left,0.292345046997,blue,0.735887050629,0,0
144,0.7,0.3,AA,1,right,0.403500795364,pink,1.21849894524,1,0
145,0.7,0.3,AA,1,right,0.321125984192,pink,0.58654499054,0,0
146,0.7,0.3,BB,1,right,0.443256139755,pink,0.528912067413,0,0
147,0.7,0.3,BA,1,right,0.252399921417,blue,0.505535840988,0,0
148,0.7,0.3,AA,1,right,0.261558055878,pink,0.513901948929,1,0
149,0.7,0.3,AA,1,right,0.317108869553,pink,0.511327981949,0,0
150,0.7,0.3,AA,0,right,0.266777992249,blue,0.623179912567,1,0
151,0.7,0.3,BB,1,right,0.252541065216,pink,0.457598209381,1,0
152,0.7,0.3,AA,1,right,0.280730962753,pink,0.523335933685,1,0
153,0.7,0.3,BA,1,left,0.343683004379,pink,0.704910993576,1,0
154,0.7,0.3,AA,1,right,0.34033703804,pink,0.86181306839,1,0
155,0.7,0.3,AA,1,right,0.41114282608,pink,0.666496038437,1,0
156,0.7,0.3,BA,1,left,0.438473939896,pink,0.86053109169,1,0
157,0.7,0.3,BA,1,left,0.37797999382,pink,0.481559038162,1,0
158,0.7,0.3,AA,1,right,0.583441972733,pink,1.02296590805,1,0
159,0.7,0.3,AA,1,right,0.316713094711,pink,0.823190927505,1,0
160,0.7,0.3,BB,1,right,0.263336896896,pink,0.571069002151,1,0
161,0.7,0.3,BB,1,right,0.268093109131,pink,0.624844789505,0,0
162,0.7,0.3,AA,1,right,0.295675992966,pink,0.531711816788,1,0
