trial,reward_prob_pink,reward_prob_blue,init_state,common,choice,rt1,final_state,rt2,reward,slow
1,0.7,0.3,BA,1,right,1.79435801506,blue,4.36150312424,0,0
2,0.7,0.3,AA,1,right,0.632253885269,pink,5.79670190811,1,0
3,0.7,0.3,AB,1,,,,,0,1
4,0.7,0.3,AB,1,left,0.503801107407,pink,5.21185493469,1,0
5,0.7,0.3,AA,1,right,0.806754112244,pink,1.72565889359,0,0
6,0.7,0.3,AA,1,left,0.392889976501,blue,1.79142093658,0,0
7,0.7,0.3,AB,1,,,,,0,1
8,0.7,0.3,BB,1,left,1.53574991226,blue,1.05565285683,0,0
9,0.7,0.3,AA,1,right,0.669143915176,pink,1.3943669796,1,0
10,0.7,0.3,BB,1,left,0.865746974945,blue,1.23705911636,0,0
11,0.7,0.3,BA,1,left,0.420253992081,pink,1.89031004906,1,0
12,0.7,0.3,AB,1,left,0.324818134308,pink,1.28047895432,1,0
13,0.7,0.3,AB,0,right,0.27666592598,pink,0.976782083511,1,0
14,0.7,0.3,BA,1,right,0.720796823502,blue,0.675848007202,0,0
15,0.7,0.3,BA,1,right,0.737291097641,blue,0.834880113602,0,0
16,0.7,0.3,BB,0,right,0.769247055054,blue,2.22521901131,0,0
17,0.7,0.3,BA,1,left,1.15083289146,pink,0.582406997681,0,0
18,0.7,0.3,BA,1,right,0.424065828323,blue,0.638273954391,0,0
19,0.7,0.3,BA,1,left,0.452335119247,pink,0.98489689827,1,0
20,0.7,0.3,BA,1,right,0.457773923874,blue,1.05474901199,0,0
21,0.7,0.3,BA,1,left,0.291777133942,pink,0.687627792358,1,0
22,0.7,0.3,AB,1,left,0.37327003479,pink,0.589172124863,1,0
23,0.7,0.3,AB,1,left,0.980871200562,pink,0.700305938721,1,0
24,0.7,0.3,AA,1,right,0.129320144653,pink,0.562980890274,1,0
25,0.7,0.3,AB,1,right,0.268387079239,blue,0.199509143829,0,0
26,0.7,0.3,BA,1,left,0.0398349761963,pink,0.518421888351,1,0
27,0.7,0.3,BA,1,left,0.386105060577,pink,0.634212017059,1,0
28,0.7,0.3,BA,1,right,0.351459980011,blue,0.944727897644,0,0
29,0.7,0.3,BA,1,left,0.258119106293,pink,0.543833017349,1,0
30,0.7,0.3,BA,1,left,0.618873119354,pink,0.59304690361,1,0
31,0.7,0.3,AA,1,right,0.288748025894,pink,0.55730509758,1,0
32,0.7,0.3,AA,1,right,0.679461956024,pink,0.61095905304,0,0
33,0.7,0.3,BA,1,right,0.425532102585,blue,0.320294141769,0,0
34,0.7,0.3,BA,0,left,0.779694080353,blue,0.796376943588,0,0
35,0.7,0.3,BB,1,left,0.394823074341,blue,0.361629009247,0,0
36,0.7,0.3,AA,0,right,0.299378156662,blue,0.711240053177,0,0
37,0.7,0.3,AA,1,right,0.450201034546,pink,0.887418031693,1,0
38,0.7,0.3,BB,1,right,0.315829992294,pink,0.495002985001,0,0
39,0.7,0.3,BA,0,right,0.45191192627,pink,1.6807320118,1,0
40,0.7,0.3,BA,1,right,0.899953126907,blue,0.605495929718,0,0
41,0.7,0.3,BA,0,left,0.550717830658,blue,0.486570835114,1,0
42,0.7,0.3,AA,1,right,0.387356996536,pink,0.586986064911,0,0
43,0.7,0.3,BB,1,left,1.02872085571,blue,0.58595085144,0,0
44,0.7,0.3,AA,1,right,0.522186994553,pink,0.764405012131,0,0
45,0.7,0.3,BB,0,right,0.318310022354,blue,1.03253006935,0,0
46,0.7,0.3,BA,1,left,0.279153108597,pink,0.450739145279,1,0
47,0.7,0.3,AB,1,left,0.576159000397,pink,0.44047498703,1,0
48,0.7,0.3,AA,1,left,0.382781028748,blue,0.454874992371,0,0
49,0.7,0.3,AA,1,right,0.396573066711,pink,0.299184083939,0,0
50,0.7,0.3,BA,1,left,0.992118835449,pink,0.463515043259,1,0
51,0.7,0.3,BA,1,left,0.284265041351,pink,0.367891073227,0,0
52,0.7,0.3,AB,1,left,0.842691898346,pink,0.383900165558,0,0
53,0.7,0.3,BA,0,left,0.464485883713,blue,2.00515317917,0,0
54,0.7,0.3,BA,1,left,0.539460897446,pink,3.02146792412,1,0
55,0.7,0.3,AA,1,right,0.362274885178,pink,0.450446844101,1,0
56,0.7,0.3,BB,0,right,0.257896900177,blue,1.20656514168,1,0
57,0.7,0.3,AB,1,right,0.517279863358,blue,0.671440839767,1,0
58,0.7,0.3,AB,0,right,0.389704942703,pink,1.50037717819,1,0
59,0.7,0.3,BB,1,left,0.487525939941,blue,0.43536400795,0,0
60,0.7,0.3,AB,1,right,0.36349606514,blue,0.427427053452,0,0
61,0.7,0.3,BB,1,right,0.330705881119,pink,0.467550992966,1,0
62,0.7,0.3,AA,0,right,0.520910978317,blue,1.75509381294,0,0
63,0.7,0.3,AA,1,right,0.284119844437,pink,0.735882043839,1,0
64,0.7,0.3,AA,1,right,0.714247941971,pink,0.405336141586,1,0
65,0.7,0.3,AA,1,right,0.332396030426,pink,0.559064865112,1,0
66,0.7,0.3,BA,1,left,0.312656164169,pink,0.29069018364,1,0
67,0.7,0.3,AB,1,left,0.728709936142,pink,0.602087974548,0,0
68,0.7,0.3,AA,1,right,1.43338298798,pink,0.422065973282,1,0
69,0.7,0.3,AB,1,left,0.398785829544,pink,0.318506002426,1,0
70,0.7,0.3,BA,1,left,0.560178041458,pink,0.417896032333,0,0
71,0.7,0.3,AA,0,right,0.72846698761,blue,0.946121931076,1,0
72,0.7,0.3,AA,1,left,0.323566913605,blue,0.294099092484,1,0
73,0.7,0.3,BA,1,right,0.307609081268,blue,0.414167165756,1,0
74,0.7,0.3,BA,1,right,0.406347990036,blue,0.396865844727,0,0
75,0.7,0.3,AB,1,left,0.420678853989,pink,0.32262802124,0,0
76,0.7,0.3,BB,1,right,1.01527500153,pink,0.228825807571,1,0
77,0.7,0.3,AA,1,right,0.468262910843,pink,0.319290876389,1,0
78,0.7,0.3,AA,1,right,0.315196037292,pink,0.300969839096,1,0
79,0.7,0.3,AA,1,right,0.44239282608,pink,0.368133068085,1,0
80,0.7,0.3,AB,1,left,0.41757106781,pink,0.351083040237,1,0
81,0.7,0.3,BA,0,left,0.321864128113,blue,0.931293010712,0,0
82,0.7,0.3,BB,1,right,0.373427867889,pink,0.293893098831,0,0
83,0.7,0.3,AA,0,left,0.331337928772,pink,1.9094619751,1,0
84,0.7,0.3,AB,1,left,0.391585826874,pink,0.423289060593,1,0
85,0.7,0.3,AA,0,right,0.43058514595,blue,1.23621511459,0,0
86,0.7,0.3,AB,1,left,0.450660943985,pink,0.462998867035,1,0
87,0.7,0.3,AA,1,right,1.03684687614,pink,0.490164041519,1,0
88,0.7,0.3,BB,1,right,0.51954293251,pink,0.536992073059,1,0
89,0.7,0.3,BB,0,right,0.459795951843,blue,0.720734119415,1,0
90,0.7,0.3,BB,1,,,,,0,1
91,0.7,0.3,BA,1,right,0.178883075714,blue,0.530771970749,1,0
92,0.7,0.3,BA,1,right,0.341583967209,blue,0.311372041702,1,0
93,0.7,0.3,BB,1,left,0.388761997223,blue,0.307934999466,0,0
94,0.7,0.3,AA,0,right,0.319896936417,blue,0.722586154938,0,0
95,0.7,0.3,AA,1,right,0.588929176331,pink,0.333277225494,1,0
96,0.7,0.3,AB,1,right,0.615154027939,blue,0.533112049103,0,0
97,0.7,0.3,AA,1,right,0.327919960022,pink,0.386443138123,1,0
98,0.7,0.3,AA,1,right,0.387706041336,pink,0.314773082733,0,0
99,0.7,0.3,BA,0,right,0.357657909393,pink,0.390347003937,0,0
100,0.7,0.3,AA,0,left,0.33610200882,pink,0.730446100235,1,0
101,0.7,0.3,AA,1,right,0.355532884598,pink,0.292829990387,0,0
102,0.7,0.3,BB,1,left,0.377608060837,blue,0.353996038437,1,0
103,0.7,0.3,BA,1,right,0.372097015381,blue,0.309771060944,0,0
104,0.7,0.3,BA,1,right,0.427901983261,blue,0.866055965424,0,0
105,0.7,0.3,AA,1,right,0.398077011108,pink,0.597246170044,1,0
106,0.7,0.3,AA,1,right,0.541118860245,pink,0.399721860886,1,0
107,0.7,0.3,AB,0,left,1.50397491455,blue,1.68116807938,0,0
108,0.7,0.3,BA,1,left,0.412579059601,pink,0.36284995079,0,0
109,0.7,0.3,BB,1,left,0.380382061005,blue,0.299934864044,1,0
110,0.7,0.3,AB,1,left,1.7443010807,pink,0.657753944397,0,0
111,0.7,0.3,BB,1,left,1.08683896065,blue,0.761799097061,0,0
112,0.7,0.3,BB,1,right,1.05913305283,pink,0.503704071045,1,0
113,0.7,0.3,BA,1,left,0.740091085434,pink,0.381079912186,1,0
114,0.7,0.3,AB,1,left,0.485908985138,pink,0.529170036316,0,0
115,0.7,0.3,BB,1,left,0.46103310585,blue,0.729532003403,1,0
116,0.7,0.3,AA,1,left,0.475697040558,blue,0.91180896759,0,0
117,0.7,0.3,AA,1,right,0.347821950912,pink,0.372601032257,1,0
118,0.7,0.3,AB,1,right,0.66118812561,blue,0.337632894516,0,0
119,0.7,0.3,AB,1,left,0.909775972366,pink,0.47184419632,1,0
120,0.7,0.3,BA,1,left,0.581991910934,pink,0.436394929886,1,0
