trial,reward_prob_pink,reward_prob_blue,init_state,common,choice,rt1,final_state,rt2,reward,slow
1,0.3,0.7,AB,0,right,1.88192796707,pink,3.65150022507,0,0
2,0.3,0.7,AA,1,left,0.663187026978,blue,2.57843804359,1,0
3,0.3,0.7,BB,1,left,0.897186040878,blue,1.22782921791,1,0
4,0.3,0.7,AA,0,left,0.386765003204,pink,2.4503569603,1,0
5,0.3,0.7,BB,1,left,1.27051496506,blue,2.55449008942,1,0
6,0.3,0.7,AA,1,left,0.530397891998,blue,0.996590852737,1,0
7,0.3,0.7,BA,0,right,0.492003202438,pink,2.45597505569,0,0
8,0.3,0.7,BB,1,left,0.403918027878,blue,1.25996398926,1,0
9,0.3,0.7,BB,1,left,0.336179018021,blue,0.801913976669,0,0
10,0.3,0.7,BA,1,right,0.793954133987,blue,0.969856023788,0,0
11,0.3,0.7,AA,1,left,0.274246931076,blue,0.774787187576,1,0
12,0.3,0.7,BA,1,right,0.400712013245,blue,0.74383687973,1,0
13,0.3,0.7,AA,0,left,0.31346487999,pink,0.675717830658,0,0
14,0.3,0.7,AA,1,left,0.24883389473,blue,0.549949884415,1,0
15,0.3,0.7,BA,1,right,0.289134025574,blue,0.604547023773,1,0
16,0.3,0.7,BA,0,right,0.332711935043,pink,0.533853054047,0,0
17,0.3,0.7,AA,1,left,0.256084918976,blue,0.493372917175,1,0
18,0.3,0.7,AB,1,left,0.321726083755,pink,0.56436085701,1,0
19,0.3,0.7,BB,1,left,0.270117044449,blue,0.425913095474,0,0
20,0.3,0.7,AA,1,left,0.321622133255,blue,0.475852966309,1,0
21,0.3,0.7,AB,1,left,0.602296113968,pink,0.44088101387,0,0
22,0.3,0.7,AA,1,left,0.271171092987,blue,0.395001888275,1,0
23,0.3,0.7,AA,1,left,0.299113988876,blue,0.598126888275,1,0
24,0.3,0.7,BB,0,left,0.335272073746,pink,0.535931825638,1,0
25,0.3,0.7,AB,0,right,0.275584936142,pink,0.576106071472,1,0
26,0.3,0.7,BA,1,right,0.368406057358,blue,0.448593139648,1,0
27,0.3,0.7,BA,1,left,0.27870798111,pink,0.378430128098,1,0
28,0.3,0.7,BA,1,right,0.355440139771,blue,0.396643161774,1,0
29,0.3,0.7,AB,0,right,0.285645008087,pink,0.424097061157,0,0
30,0.3,0.7,BB,1,left,0.264704942703,blue,0.508068799973,1,0
31,0.3,0.7,AA,0,left,0.287939071655,pink,0.451884031296,1,0
32,0.3,0.7,AB,0,right,0.265891075134,pink,0.374214172363,0,0
33,0.3,0.7,BA,0,left,0.287842988968,blue,0.356726884842,1,0
34,0.3,0.7,AB,1,left,0.269927024841,pink,0.490080833435,1,0
35,0.3,0.7,BA,1,left,0.28674197197,pink,0.394455194473,0,0
36,0.3,0.7,AA,1,left,0.292544841766,blue,0.543471097946,1,0
37,0.3,0.7,AB,1,left,0.257741928101,pink,0.359642982483,0,0
38,0.3,0.7,AA,1,left,0.281173944473,blue,0.332801818848,0,0
39,0.3,0.7,BB,0,left,0.304687976837,pink,0.458614110947,0,0
40,0.3,0.7,AB,1,right,0.272571086884,blue,0.341696977615,1,0
41,0.3,0.7,AB,1,right,0.0239050388336,blue,0.543123006821,1,0
42,0.3,0.7,AB,1,right,0.265321016312,blue,0.349649906158,0,0
43,0.3,0.7,AB,1,right,0.239501953125,blue,0.341784000397,1,0
44,0.3,0.7,BB,1,left,0.280497074127,blue,0.420404911041,1,0
45,0.3,0.7,AB,1,right,0.419578075409,blue,0.417901992798,1,0
46,0.3,0.7,AB,1,right,0.305259943008,blue,0.428663015366,0,0
47,0.3,0.7,BA,0,right,0.315186977386,pink,0.405505180359,0,0
48,0.3,0.7,AA,1,left,0.270709991455,blue,0.491268157959,1,0
49,0.3,0.7,AB,1,right,0.278781890869,blue,0.402673959732,1,0
50,0.3,0.7,AA,1,left,0.306748867035,blue,0.390519857407,0,0
51,0.3,0.7,AB,1,right,0.282379865646,blue,0.326104879379,1,0
52,0.3,0.7,AA,0,left,0.257766008377,pink,0.375859022141,1,0
53,0.3,0.7,BA,0,right,0.36035490036,pink,0.498263120651,0,0
54,0.3,0.7,BA,1,right,0.269283056259,blue,0.329704046249,0,0
55,0.3,0.7,AB,1,right,0.253410100937,blue,0.322872161865,1,0
56,0.3,0.7,AB,1,right,0.2695748806,blue,0.361688137054,0,0
57,0.3,0.7,BA,1,right,0.307171106339,blue,0.230845212936,1,0
58,0.3,0.7,BA,1,left,0.317832946777,pink,0.408538103104,0,0
59,0.3,0.7,AB,0,right,0.255486965179,pink,0.364675045013,1,0
60,0.3,0.7,AB,1,right,0.302067995071,blue,0.433269023895,1,0
61,0.3,0.7,BA,1,right,0.424179077148,blue,0.302630901337,0,0
62,0.3,0.7,AA,1,right,1.0995619297,pink,0.477077007294,0,0
63,0.3,0.7,BB,1,left,0.314293861389,blue,0.309767961502,1,0
64,0.3,0.7,AB,1,right,0.264820098877,blue,0.277341842651,1,0
