trial,reward_prob_pink,reward_prob_blue,init_state,common,choice,rt1,final_state,rt2,reward,slow
1,0.3,0.7,BB,0,right,0.646980047226,blue,3.13309597969,0,0
2,0.3,0.7,BB,1,right,0.972915172577,pink,5.15745806694,1,0
3,0.3,0.7,AA,1,right,0.309183120728,pink,3.76115083694,0,0
4,0.3,0.7,AB,1,left,0.810477972031,pink,3.60171198845,1,0
5,0.3,0.7,BA,1,left,0.952283859253,pink,2.44187116623,0,0
6,0.3,0.7,AA,1,left,0.442636966705,blue,0.921417951584,1,0
7,0.3,0.7,BB,0,left,0.318006038666,pink,3.53636193275,1,0
8,0.3,0.7,BB,1,left,0.34297990799,blue,1.09711313248,1,0
9,0.3,0.7,AB,1,,,,,0,1
10,0.3,0.7,BB,1,left,0.282032012939,blue,0.669840097427,1,0
11,0.3,0.7,AA,1,left,0.32434296608,blue,0.581983089447,1,0
12,0.3,0.7,AB,1,right,1.19745087624,blue,1.29924201965,1,0
13,0.3,0.7,BB,1,left,0.516209125519,blue,0.647685050964,0,0
14,0.3,0.7,AA,1,left,0.303082942963,blue,0.466780185699,0,0
15,0.3,0.7,BA,1,right,0.952836036682,blue,0.594955921173,1,0
16,0.3,0.7,BB,1,left,0.298466920853,blue,0.334599018097,0,0
17,0.3,0.7,AA,1,right,0.387777805328,pink,0.316128969193,0,0
18,0.3,0.7,AA,1,left,0.452049970627,blue,0.288803100586,1,0
19,0.3,0.7,BB,1,left,0.381116867065,blue,0.260423898697,1,0
20,0.3,0.7,BB,1,left,0.411690950394,blue,0.346931219101,0,0
21,0.3,0.7,BA,1,right,0.389513015747,blue,0.301584005356,0,0
22,0.3,0.7,AB,0,right,0.794762134552,pink,0.363600969315,0,0
23,0.3,0.7,AB,1,left,0.438629865646,pink,0.29220199585,0,0
24,0.3,0.7,AB,1,right,0.448202133179,blue,0.309755086899,1,0
25,0.3,0.7,AB,1,left,0.410429000854,pink,0.313741922379,0,0
26,0.3,0.7,AB,1,right,0.371203899384,blue,0.284204006195,1,0
27,0.3,0.7,AB,1,right,0.566914081573,blue,0.288039922714,0,0
28,0.3,0.7,AA,1,left,0.310909032822,blue,0.225821971893,0,0
29,0.3,0.7,AB,1,left,0.320688009262,pink,0.227181196213,0,0
30,0.3,0.7,AA,1,right,0.33190703392,pink,0.30237698555,1,0
31,0.3,0.7,AA,1,right,0.301718950272,pink,0.288920164108,1,0
32,0.3,0.7,BA,0,left,0.363582134247,blue,0.235464096069,1,0
33,0.3,0.7,AA,1,right,0.282444000244,pink,0.254513978958,0,0
34,0.3,0.7,BB,1,left,0.296010971069,blue,0.154996871948,1,0
35,0.3,0.7,AA,1,left,0.328003883362,blue,0.187355041504,0,0
36,0.3,0.7,AA,1,left,0.42067694664,blue,0.140115976334,0,0
37,0.3,0.7,BB,1,left,0.406042098999,blue,0.229260921478,1,0
38,0.3,0.7,BA,1,right,0.36901807785,blue,0.258064031601,0,0
39,0.3,0.7,AA,0,left,0.364727973938,pink,0.118046998978,0,0
40,0.3,0.7,BA,1,right,0.330059766769,blue,0.211699962616,1,0
41,0.3,0.7,BA,0,right,0.395837068558,pink,0.234925031662,0,0
42,0.3,0.7,BB,1,left,0.355610132217,blue,0.277621030807,1,0
43,0.3,0.7,AB,1,right,0.31754899025,blue,0.136109113693,1,0
44,0.3,0.7,BA,1,right,0.354025125504,blue,0.179822921753,1,0
45,0.3,0.7,BA,1,right,0.406034946442,blue,0.174097061157,1,0
46,0.3,0.7,BB,1,right,0.465582847595,pink,0.189617872238,0,0
47,0.3,0.7,BB,1,left,0.567917108536,blue,0.137472867966,1,0
48,0.3,0.7,AA,1,left,0.941591024399,blue,0.121150016785,0,0
49,0.3,0.7,BA,1,left,0.418403863907,pink,0.112738847733,0,0
50,0.3,0.7,AA,1,left,0.318237066269,blue,0.0569591522217,1,0
51,0.3,0.7,BB,1,left,0.295002937317,blue,0.0740818977356,1,0
52,0.3,0.7,BA,0,right,0.406517982483,pink,0.0057520866394,0,0
53,0.3,0.7,AA,1,left,0.338608026505,blue,0.0925168991089,0,0
