trial,reward_prob_pink,reward_prob_blue,init_state,common,choice,rt1,final_state,rt2,reward,slow
1,0.7,0.3,BA,1,left,0.65320110321,pink,2.96315193176,1,0
2,0.7,0.3,BB,1,right,0.572885036469,pink,1.66915082932,1,0
3,0.7,0.3,AA,1,right,0.92796421051,pink,2.90692591667,1,0
4,0.7,0.3,BB,1,right,0.318362951279,pink,0.761398077011,1,0
5,0.7,0.3,AA,1,right,0.308398008347,pink,0.671460151672,1,0
6,0.7,0.3,AA,1,right,0.319374084473,pink,0.690623044968,0,0
7,0.7,0.3,BB,1,right,0.264022111893,pink,0.764443874359,0,0
8,0.7,0.3,BB,1,right,0.769181013107,pink,1.37042784691,1,0
9,0.7,0.3,BB,0,right,1.01868915558,blue,1.34691882133,0,0
10,0.7,0.3,AA,1,right,0.310163021088,pink,0.698359012604,1,0
11,0.7,0.3,BB,1,right,0.351963996887,pink,0.633450031281,1,0
12,0.7,0.3,AB,1,left,0.285442829132,pink,0.57022190094,0,0
13,0.7,0.3,BB,1,right,0.445709943771,pink,0.603991985321,1,0
14,0.7,0.3,AB,1,left,0.429566860199,pink,0.51550412178,1,0
15,0.7,0.3,BA,1,left,1.80138087273,pink,0.720973014832,1,0
16,0.7,0.3,AA,1,right,0.340749025345,pink,0.470934867859,1,0
17,0.7,0.3,AA,1,right,0.244757890701,pink,0.354637145996,1,0
18,0.7,0.3,BB,1,right,0.336647033691,pink,0.242707014084,1,0
19,0.7,0.3,AB,1,left,0.31679391861,pink,3.23162913322,1,0
20,0.7,0.3,BA,1,left,0.67379617691,pink,0.510648965836,1,0
21,0.7,0.3,AA,1,right,0.676848173141,pink,0.377691984177,1,0
22,0.7,0.3,AA,1,right,0.957100868225,pink,0.398447036743,1,0
23,0.7,0.3,BB,1,right,0.346348047256,pink,0.563997030258,1,0
24,0.7,0.3,AA,1,right,0.268621206284,pink,0.169216871262,0,0
25,0.7,0.3,AA,1,right,0.364144086838,pink,0.460875034332,0,0
26,0.7,0.3,AB,1,left,1.88440489769,pink,0.496479988098,0,0
27,0.7,0.3,AB,1,left,1.7793970108,pink,0.650347948074,1,0
28,0.7,0.3,AA,0,right,0.72261595726,blue,1.34935998917,0,0
29,0.7,0.3,BB,1,right,0.298301935196,pink,0.71709394455,1,0
30,0.7,0.3,BA,1,left,0.40107178688,pink,0.463509082794,1,0
31,0.7,0.3,AB,1,left,1.59085392952,pink,0.335294961929,0,0
32,0.7,0.3,BA,1,left,0.461620092392,pink,0.514811992645,1,0
33,0.7,0.3,BA,0,left,0.522356033325,blue,1.5810649395,1,0
34,0.7,0.3,BB,1,right,1.08863806725,pink,0.540531158447,1,0
35,0.7,0.3,BA,1,left,0.499976873398,pink,0.510982036591,1,0
36,0.7,0.3,AA,1,right,0.364529132843,pink,0.437284946442,0,0
37,0.7,0.3,AA,1,right,0.318521022797,pink,0.44924902916,1,0
38,0.7,0.3,AA,1,right,0.343449115753,pink,0.522105932236,1,0
39,0.7,0.3,BB,1,,,,,0,1
40,0.7,0.3,AA,1,right,0.753745079041,pink,0.451346874237,1,0
41,0.7,0.3,AB,1,left,0.409488916397,pink,0.448997974396,0,0
42,0.7,0.3,AA,1,right,0.762802839279,pink,0.442665100098,1,0
43,0.7,0.3,AA,1,right,0.32803606987,pink,0.155347108841,1,0
44,0.7,0.3,BA,1,left,0.686178922653,pink,0.426039218903,0,0
45,0.7,0.3,BA,1,left,0.247474908829,pink,0.139780044556,1,0
46,0.7,0.3,BA,0,left,0.34206700325,blue,0.00763010978699,0,0
47,0.7,0.3,BB,1,right,0.320186138153,pink,0.10822892189,1,0
48,0.7,0.3,BB,1,right,0.668279886246,pink,0.368680953979,1,0
49,0.7,0.3,BA,1,left,0.321955919266,pink,0.396386861801,1,0
50,0.7,0.3,AB,1,left,0.387965202332,pink,0.356344938278,1,0
51,0.7,0.3,BB,1,right,0.523452997208,pink,0.318149805069,1,0
52,0.7,0.3,BB,0,right,0.34762597084,blue,1.0288579464,0,0
53,0.7,0.3,AA,1,right,0.388094902039,pink,0.532785892487,1,0
54,0.7,0.3,BB,0,right,0.439352035522,blue,0.229830026627,0,0
55,0.7,0.3,AB,1,left,0.29071688652,pink,0.070139169693,0,0
56,0.7,0.3,BA,1,left,0.18276309967,pink,0.48687505722,1,0
57,0.7,0.3,AA,1,right,0.256394147873,pink,0.518500089645,1,0
58,0.7,0.3,AB,1,left,1.94315910339,pink,0.424688816071,0,0
59,0.7,0.3,AA,1,right,0.267843961716,pink,0.400397062302,0,0
60,0.7,0.3,AA,1,right,1.6652431488,pink,0.390583992004,1,0
61,0.7,0.3,AA,0,right,0.33273601532,blue,0.358616113663,1,0
62,0.7,0.3,AA,1,right,0.538530826569,pink,0.58121919632,1,0
63,0.7,0.3,AA,1,right,1.19733500481,pink,0.444684028625,0,0
64,0.7,0.3,AB,1,left,0.425812005997,pink,0.584514141083,1,0
65,0.7,0.3,BA,1,left,1.63697814941,pink,0.42677116394,0,0
66,0.7,0.3,AA,0,right,0.43746304512,blue,0.794801950455,0,0
67,0.7,0.3,AB,1,left,0.35549902916,pink,0.461373806,0,0
68,0.7,0.3,AB,1,left,0.972864866257,pink,0.557326793671,1,0
69,0.7,0.3,BB,0,right,1.59641695023,blue,0.764280080795,0,0
70,0.7,0.3,BB,1,right,1.31727814674,pink,0.486867904663,1,0
71,0.7,0.3,BA,1,left,0.412703037262,pink,0.203028202057,1,0
72,0.7,0.3,AA,0,right,0.283797025681,blue,0.288028001785,0,0
73,0.7,0.3,BA,1,left,0.332541942596,pink,0.311092853546,1,0
74,0.7,0.3,BA,1,left,1.1216840744,pink,0.292530059814,0,0
75,0.7,0.3,BA,1,left,0.238186120987,pink,0.557471990585,1,0
76,0.7,0.3,AA,1,right,0.289813041687,pink,0.333740949631,1,0
77,0.7,0.3,BB,0,right,0.368434906006,blue,0.657773971558,0,0
78,0.7,0.3,AA,1,right,1.84279608727,pink,0.328541040421,1,0
79,0.7,0.3,AA,1,right,0.359147071838,pink,0.28951382637,1,0
80,0.7,0.3,BB,1,right,0.2546479702,pink,0.108032941818,1,0
81,0.7,0.3,AB,0,left,0.24869799614,blue,0.206403017044,0,0
82,0.7,0.3,BA,1,left,0.246672868729,pink,0.355787992477,1,0
83,0.7,0.3,BB,1,right,1.13365483284,pink,0.27247095108,1,0
84,0.7,0.3,BB,1,right,1.39405894279,pink,0.546034097672,1,0
85,0.7,0.3,AA,1,right,0.918663978577,pink,0.274734020233,1,0
86,0.7,0.3,AB,1,left,0.491249084473,pink,0.296013832092,0,0
87,0.7,0.3,AB,0,left,1.2969930172,blue,0.308408975601,1,0
88,0.7,0.3,BB,1,right,0.254997014999,pink,0.444956064224,1,0
89,0.7,0.3,AA,0,,,,,0,1
90,0.7,0.3,AB,1,left,0.472980976105,pink,0.3421189785,1,0
91,0.7,0.3,BA,1,left,0.245779037476,pink,0.378952980042,1,0
92,0.7,0.3,BA,1,left,0.136061906815,pink,0.378118038177,1,0
93,0.7,0.3,BB,1,right,0.221616029739,pink,0.2771692276,1,0
94,0.7,0.3,AA,1,right,0.411887168884,pink,0.323706865311,1,0
95,0.7,0.3,AA,1,right,0.249933958054,pink,0.174652099609,0,0
96,0.7,0.3,BB,0,right,0.80356502533,blue,0.579349994659,0,0
97,0.7,0.3,BB,1,right,0.476728916168,pink,0.48929810524,0,0
98,0.7,0.3,AA,0,right,0.278503894806,blue,0.251827001572,0,0
99,0.7,0.3,BA,1,left,0.279690027237,pink,0.243559837341,0,0
100,0.7,0.3,AA,1,right,0.263971805573,pink,0.340555906296,0,0
101,0.7,0.3,BB,1,right,1.17979693413,pink,0.476074934006,0,0
102,0.7,0.3,AB,1,right,1.42362308502,blue,0.710294961929,0,0
103,0.7,0.3,AA,1,right,0.561558961868,pink,0.363234996796,1,0
104,0.7,0.3,BA,0,left,0.338448047638,blue,0.219501972198,1,0
105,0.7,0.3,BA,1,left,0.46820306778,pink,0.431672811508,0,0
106,0.7,0.3,BB,1,left,0.36142206192,blue,0.426622867584,0,0
107,0.7,0.3,BA,1,left,1.82416200638,pink,0.430469989777,0,0
108,0.7,0.3,AB,1,left,0.34673500061,pink,0.332770109177,1,0
109,0.7,0.3,AB,1,left,1.20825791359,pink,0.415456056595,1,0
110,0.7,0.3,BB,1,right,1.5399107933,pink,0.286047935486,1,0
111,0.7,0.3,BB,1,right,0.486202001572,pink,0.362325906754,1,0
112,0.7,0.3,AB,1,left,0.301687955856,pink,0.321624994278,1,0
113,0.7,0.3,AA,1,right,1.71564292908,pink,0.319095134735,1,0
114,0.7,0.3,BB,0,right,0.273639917374,blue,0.647090196609,0,0
115,0.7,0.3,BB,1,right,0.315650939941,pink,0.398514986038,1,0
116,0.7,0.3,AB,1,left,0.403406858444,pink,0.402680873871,0,0
117,0.7,0.3,AB,1,left,0.279242992401,pink,0.418989896774,0,0
118,0.7,0.3,AB,1,left,0.350944042206,pink,0.392357826233,1,0
119,0.7,0.3,BA,0,left,1.02467489243,blue,0.480003118515,1,0
