trial,reward_prob_pink,reward_prob_blue,init_state,common,choice,rt1,final_state,rt2,reward,slow
1,0.3,0.7,BA,1,right,0.401131153107,blue,1.57573509216,1,0
2,0.3,0.7,BB,0,right,0.285398960114,blue,0.952496051788,1,0
3,0.3,0.7,AA,0,left,0.1431889534,pink,1.00921177864,0,0
4,0.3,0.7,BA,1,left,0.328299045563,pink,0.747025966644,1,0
5,0.3,0.7,BA,0,left,0.31976890564,blue,1.23382091522,1,0
6,0.3,0.7,BA,1,left,0.416705846786,pink,0.807773828506,0,0
7,0.3,0.7,AB,0,left,0.429972171783,blue,0.54779791832,1,0
8,0.3,0.7,BB,1,left,0.399588108063,blue,0.438591957092,1,0
9,0.3,0.7,BA,1,right,0.365867853165,blue,0.543138980865,0,0
10,0.3,0.7,BB,1,right,0.341063022614,pink,0.454972982407,0,0
11,0.3,0.7,AB,1,left,0.365463972092,pink,0.445444822311,1,0
12,0.3,0.7,AA,1,left,0.481832027435,blue,0.429882049561,1,0
13,0.3,0.7,BB,1,left,0.357609033585,blue,0.439559936523,1,0
14,0.3,0.7,AA,1,left,0.284051895142,blue,0.344077825546,1,0
15,0.3,0.7,AB,1,left,0.339686155319,pink,0.485315799713,1,0
16,0.3,0.7,AA,1,left,0.362366914749,blue,0.402784824371,1,0
17,0.3,0.7,AB,1,left,0.662090063095,pink,0.3561398983,0,0
18,0.3,0.7,AB,1,right,0.390897989273,blue,0.391637802124,1,0
19,0.3,0.7,AA,1,right,0.458172082901,pink,0.335347175598,0,0
20,0.3,0.7,BA,0,left,0.543642044067,blue,0.361667871475,1,0
21,0.3,0.7,AA,1,left,0.462203025818,blue,0.308070898056,0,0
22,0.3,0.7,BB,0,left,0.51798915863,pink,0.304590940475,0,0
23,0.3,0.7,BA,1,left,0.686731815338,pink,0.354457855225,0,0
24,0.3,0.7,BA,1,right,0.40226817131,blue,0.362526893616,1,0
25,0.3,0.7,BA,1,right,0.889095067978,blue,0.342337846756,0,0
26,0.3,0.7,BA,1,right,0.628151893616,blue,0.35480093956,1,0
27,0.3,0.7,AB,1,left,0.469367027283,pink,0.322207927704,0,0
28,0.3,0.7,BB,1,left,0.686841011047,blue,0.386787891388,1,0
29,0.3,0.7,AB,1,right,0.74115896225,blue,0.327101945877,1,0
30,0.3,0.7,AB,1,left,0.698706865311,pink,0.342902898788,0,0
31,0.3,0.7,BA,0,left,0.658221006393,blue,0.334758996964,1,0
